place_name,full_url,service_name,service_attribue
Circonscription du Service Social Départemental deRosny sous Bois/ Villemomble-Le Raincy. Site de Villemomble.,'https://soliguide.fr/fr/fiche/circonscription-du-service-social-departemental-de-villemomble-3331',Accompagnement à l'emploi,
Circonscription du Service Social Départemental de'Epinay sur Seine/Villetaneuse. Site de Villetaneuse.,'https://soliguide.fr/fr/fiche/circonscription-du-service-social-departemental-de-villetaneuse-3338',Accompagnement social,
Circonscription du Service Social Départemental de Pierrefitte/Stains. Site de Stains.,'https://soliguide.fr/fr/fiche/circonscription-du-service-social-departemental-de-stains-levallois-perret-3343',Accompagnement social,
Permanence RESF Les Lilas,'https://soliguide.fr/fr/fiche/permanence-resf-les-lilas-3349',Conseil administratif,Permanence juridique
Secours Populaire - Comité d'Aubervilliers,'https://soliguide.fr/fr/fiche/secours-populaire-comite-aubervilliers-3352',Colis alimentaire,
Secours Populaire - Comité d'Aubervilliers,'https://soliguide.fr/fr/fiche/secours-populaire-comite-aubervilliers-3352',Conseil administratif,
Permanence RESF Noisy-le-Sec,'https://soliguide.fr/fr/fiche/permanence-resf-noisy-le-sec-3353',Conseil administratif,
Permanence RESF Noisy-le-Sec,'https://soliguide.fr/fr/fiche/permanence-resf-noisy-le-sec-3353',Permanence juridique,
Permanence d'accès aux droits LDH-RESF - les Marnaudes,'https://soliguide.fr/fr/fiche/permanence-acces-aux-droits-ldh-resf-rosny-sous-bois-3355',Permanence juridique,
Permanence d'accès aux droits LDH-RESF - les Marnaudes,'https://soliguide.fr/fr/fiche/permanence-acces-aux-droits-ldh-resf-rosny-sous-bois-3355',Conseil administratif,
Secours Populaire - Comité de Bagnolet,'https://soliguide.fr/fr/fiche/secours-populaire-comite-de-bagnolet-3358',Conseil administratif,
Secours Populaire - Comité de Bagnolet,'https://soliguide.fr/fr/fiche/secours-populaire-comite-de-bagnolet-3358',Vêtements,
Secours Populaire - Comité de Bagnolet,'https://soliguide.fr/fr/fiche/secours-populaire-comite-de-bagnolet-3358',Activités diverses,Aucun service adapté
Secours Populaire - Comité du Blanc-Mesnil,'https://soliguide.fr/fr/fiche/secours-populaire-du-blanc-mesnil-le-blanc-mesnil-3363',Colis alimentaire,
Secours Populaire - Comité de Bobigny,'https://soliguide.fr/fr/fiche/comite-de-bobigny-3364',Colis alimentaire,Épicerie sociale et solidaire
Secours Populaire - Comité de Bobigny,'https://soliguide.fr/fr/fiche/comite-de-bobigny-3364',Accompagnement social,Conseil administratif
Secours Populaire - Comité de Bobigny,'https://soliguide.fr/fr/fiche/comite-de-bobigny-3364',Ordinateur,
Secours Populaire - Comité de Bobigny,'https://soliguide.fr/fr/fiche/comite-de-bobigny-3364',Wifi,
Secours Populaire - Comité de Bobigny,'https://soliguide.fr/fr/fiche/comite-de-bobigny-3364',Activités diverses,Boutique Solidaire
Secours Populaire - Comité de Pierrefitte,'https://soliguide.fr/fr/fiche/secours-populaire-comite-de-pierrefitte-pierrefitte-sur-seine-3366',Colis alimentaire,
APES Edouard Vaillant,'https://soliguide.fr/fr/fiche/amicale-pour-entraide-et-la-solidarite-apes-drancy-3367',Conseil administratif,Accompagnement social
Secours Populaire - Comité de Romainville,'https://soliguide.fr/fr/fiche/secours-populaire-de-romainville-3368',Conseil administratif,
Secours Populaire - Comité de Saint-Ouen,'https://soliguide.fr/fr/fiche/secours-populaire-de-saint-ouen-3372',Conseil administratif,
Secours Populaire - Comité de Saint-Ouen,'https://soliguide.fr/fr/fiche/secours-populaire-de-saint-ouen-3372',Accompagnement à l'emploi,Aucun service adapté
Secours Populaire - Comité de Sevran,'https://soliguide.fr/fr/fiche/secours-populaire-comite-de-sevran-3374',Colis alimentaire,
Secours Populaire - Comité de Sevran,'https://soliguide.fr/fr/fiche/secours-populaire-comite-de-sevran-3374',Vêtements,
Secours Populaire - Comité de Sevran,'https://soliguide.fr/fr/fiche/secours-populaire-comite-de-sevran-3374',Permanence juridique,
Secours Populaire - Comité de Villetaneuse,'https://soliguide.fr/fr/fiche/secours-populaire-de-villetaneuse-3375',Colis alimentaire,Épicerie sociale et solidaire
Secours Populaire - Comité de Villetaneuse,'https://soliguide.fr/fr/fiche/secours-populaire-de-villetaneuse-3375',Vêtements,Aucun service adapté
Secours Populaire - Comité de Villepinte,'https://soliguide.fr/fr/fiche/secours-populaire-comite-de-villepinte-3376',Colis alimentaire,
Secours Populaire - Comité de Villepinte,'https://soliguide.fr/fr/fiche/secours-populaire-comite-de-villepinte-3376',Conseil administratif,Épicerie sociale et solidaire
APJC - Association Pavillonnaise pour la Jeunesse et la Culture,'https://soliguide.fr/fr/fiche/association-pavillonnaise-pour-la-jeunesse-et-la-culture-apjc-les-pavillons-sous-bois-3377',Espace famille,Espace familles
ASAFI - Joliot Curie,'https://soliguide.fr/fr/fiche/ateliers-socio-linguistiques-asafi-saint-denis-3378',Cours de français,
ASAFI - Joliot Curie,'https://soliguide.fr/fr/fiche/ateliers-socio-linguistiques-asafi-saint-denis-3378',Accompagnement à l'emploi,Accompagnement à l’emploi
ASAFI - Joliot Curie,'https://soliguide.fr/fr/fiche/ateliers-socio-linguistiques-asafi-saint-denis-3378',Activités diverses,
Banque Alimentaire - Villemomble partage,'https://soliguide.fr/fr/fiche/banque-alimentaire-villemomble-partage-3381',Colis alimentaire,
Association de la Nouvelle Génération Immigrée (ANGI),'https://soliguide.fr/fr/fiche/association-de-la-nouvelle-generation-immigree-angi-aubervilliers-3382',Écrivain public,Conseil administratif
Association des Femmes Relais et Médiateurs Interculturels d'Aulnay-Sous-Bois - Réseau ANDES,'https://soliguide.fr/fr/fiche/association-des-femmes-relais-et-mediateurs-interculturels-aulnay-sous-bois-3387',Insertion par l'activité économique,
Secours Catholique de Saint-Denis,'https://soliguide.fr/fr/fiche/secours-catholique-de-saint-denis-3413',Domiciliation,Accompagnement social
Secours Catholique de Saint-Denis,'https://soliguide.fr/fr/fiche/secours-catholique-de-saint-denis-3413',Domiciliation,Conseil administratif
Secours Catholique de Saint-Denis,'https://soliguide.fr/fr/fiche/secours-catholique-de-saint-denis-3413',Permanence juridique,Conseil administratif
Secours Catholique de Saint-Denis,'https://soliguide.fr/fr/fiche/secours-catholique-de-saint-denis-3413',Cours de français,
Secours Catholique d'Epinay-sur-Seine,'https://soliguide.fr/fr/fiche/secours-catholique-epinay-sur-seine-3417',Magasin solidaire,Boutique Solidaire
Secours Catholique de Saint-Ouen,'https://soliguide.fr/fr/fiche/secours-catholique-de-saint-ouen-3421',Cours de français,
Secours Catholique de Drancy,'https://soliguide.fr/fr/fiche/secours-catholique-de-drancy-3427',Activités diverses,
Secours Catholique de Sevran,'https://soliguide.fr/fr/fiche/secours-catholique-de-sevran-3428',Atelier numérique,Ordinateur
Secours Catholique de Bondy,'https://soliguide.fr/fr/fiche/secours-catholique-de-bondy-3435',Cours de français,
Secours Catholique de Noisy-le-Sec,'https://soliguide.fr/fr/fiche/secours-catholique-de-noisy-le-sec-3437',Soutien scolaire,
Equipe Mobile,'https://soliguide.fr/fr/fiche/equipe-mobile-saint-denis-3486',Conseil administratif,Accompagnement social
PASS - Hôpital Ville-Evrard,'https://soliguide.fr/fr/fiche/pass-de-hopital-ville-evrard-neuilly-sur-marne-3489',Généraliste,
PASS - Hôpital Ville-Evrard,'https://soliguide.fr/fr/fiche/pass-de-hopital-ville-evrard-neuilly-sur-marne-3489',Dentaire,
PASS - Hôpital Ville-Evrard,'https://soliguide.fr/fr/fiche/pass-de-hopital-ville-evrard-neuilly-sur-marne-3489',Accompagnement social,Accès aux droits de santé
PASS - Hôpital Ville-Evrard,'https://soliguide.fr/fr/fiche/pass-de-hopital-ville-evrard-neuilly-sur-marne-3489',Infirmerie,
Accompagnement Sans Hébergement,'https://soliguide.fr/fr/fiche/milieu-ouvert-urgence-saint-denis-3602',Conseil logement,
Accompagnement Sans Hébergement,'https://soliguide.fr/fr/fiche/milieu-ouvert-urgence-saint-denis-3602',Permanence juridique,
Accompagnement Sans Hébergement,'https://soliguide.fr/fr/fiche/milieu-ouvert-urgence-saint-denis-3602',Conseil administratif,
Accompagnement Sans Hébergement,'https://soliguide.fr/fr/fiche/milieu-ouvert-urgence-saint-denis-3602',Domiciliation,
Accompagnement Sans Hébergement,'https://soliguide.fr/fr/fiche/milieu-ouvert-urgence-saint-denis-3602',Accompagnement social,
La Cimade Permanence juridique - Montreuil,'https://soliguide.fr/fr/fiche/la-cimade-permanence-juridique-montreuil-3732',Permanence juridique,
La Cimade Permanence juridique - Montreuil,'https://soliguide.fr/fr/fiche/la-cimade-permanence-juridique-montreuil-3732',Permanence juridique,
ASTI - Association de Solidarité avec les Travailleurs Immigrés,'https://soliguide.fr/fr/fiche/asti-association-de-solidarite-avec-les-travailleurs-immigres-clichy-sous-bois-3753',Conseil administratif,Permanence juridique
ASTI - Association de Solidarité avec les Travailleurs Immigrés,'https://soliguide.fr/fr/fiche/asti-association-de-solidarite-avec-les-travailleurs-immigres-clichy-sous-bois-3753',Activités sportives,Aucun service adapté
ASTI - Association de Solidarité avec les Travailleurs Immigrés,'https://soliguide.fr/fr/fiche/asti-association-de-solidarite-avec-les-travailleurs-immigres-clichy-sous-bois-3753',Bibliothèque,Aucun service adapté
ASTI - Association de Solidarité avec les Travailleurs Immigrés,'https://soliguide.fr/fr/fiche/asti-association-de-solidarite-avec-les-travailleurs-immigres-clichy-sous-bois-3753',Cours de français,Atelier numérique
Mouvement pour la Réinsertion Sociale (mrs93),'https://soliguide.fr/fr/fiche/mouvement-pour-la-reinsertion-sociale-mrs93-bobigny-3759',Domiciliation,Accompagnement à l’emploi
Mouvement pour la Réinsertion Sociale (mrs93),'https://soliguide.fr/fr/fiche/mouvement-pour-la-reinsertion-sociale-mrs93-bobigny-3759',Conseil logement,
Mouvement pour la Réinsertion Sociale (mrs93),'https://soliguide.fr/fr/fiche/mouvement-pour-la-reinsertion-sociale-mrs93-bobigny-3759',Accompagnement social,
Mouvement pour la Réinsertion Sociale (mrs93),'https://soliguide.fr/fr/fiche/mouvement-pour-la-reinsertion-sociale-mrs93-bobigny-3759',Accompagnement à l'emploi,
Fontaine à eau,'https://soliguide.fr/fr/fiche/mairie-de-bondy-3853',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-bondy-3854',Fontaine à eau,
Toilettes publiques,'https://soliguide.fr/fr/fiche/sanisette-bondy-3856',Toilettes,
Fontaine à eau,'https://soliguide.fr/fr/fiche/square-charline-blandin-epinay-sur-seine-3885',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-gournay-sur-marne-3888',Fontaine à eau,
Toilettes publiques,'https://soliguide.fr/fr/fiche/marche-du-centre-neuilly-plaisance-3908',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-publics-neuilly-plaisance-3910',Toilettes,
Fontaine à eau,'https://soliguide.fr/fr/fiche/square-de-eau-neuilly-sur-marne-4036',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-neuilly-sur-marne-4037',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-wallace-neuilly-sur-marne-4038',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-noisy-le-grand-4039',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-noisy-le-grand-4041',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-aulnay-sous-bois-4045',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-aulnay-sous-bois-4046',Fontaine à eau,
Toilettes publiques,'https://soliguide.fr/fr/fiche/parc-de-la-bergere-bobigny-4051',Toilettes,
Fontaine à eau,'https://soliguide.fr/fr/fiche/square-henri-sellier-le-pre-saint-gervais-4090',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-paris-4091',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-wallace-les-lilas-4093',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/cimetiere-romainville-4119',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/parc-simone-veil-romainville-4120',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/square-des-acrobates-saint-denis-4121',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/parc-du-temps-des-cerises-saint-denis-4122',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/les-jardins-wilson-saint-denis-4123',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/square-de-la-cristallerie-saint-denis-4124',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/parc-de-la-legion-honneur-saint-denis-4125',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/place-rouge-saint-denis-4126',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/quai-du-canal-saint-denis-4127',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-saint-ouen-4130',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/parc-des-soeurs-sevran-4135',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/parc-forestier-de-la-poudrerie-libourne-4137',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4188',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4189',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4190',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4191',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-pantin-4195',Fontaine à eau,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-bobigny-4219',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-aubervilliers-4222',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-bagnolet-4223',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-aulnay-sous-bois-4224',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-aulnay-sous-bois-4225',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-aulnay-sous-bois-4226',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/parc-departemental-georges-valbon-la-courneuve-4267',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/gare-de-la-courneuve-4268',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/aeroport-du-bourget-le-bourget-4269',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/cimetiere-des-lilas-les-lilas-4274',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/parc-lucie-aubrac-les-lilas-4276',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/fontaine-wc-ile-saint-denis-4280',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/cimetiere-communal-de-montreuil-4290',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/parc-departemental-jean-moulin-les-guilands-montreuil-4292',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/parc-departemental-de-la-haute-ile-neuilly-sur-marne-4293',Toilettes,
Fontaine à eau,'https://soliguide.fr/fr/fiche/parc-de-la-butte-verte-noisy-le-grand-4294',Fontaine à eau,
Toilettes publiques,'https://soliguide.fr/fr/fiche/centre-commercial-du-champy-noisy-le-grand-4296',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-noisy-le-sec-4297',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/place-du-marche-de-eglise-st-germain-pantin-4298',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-rosny-sous-bois-4299',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/centre-commercial-domus-rosny-sous-bois-4300',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/parc-de-la-legion-honneur-saint-denis-4301',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-saint-denis-4302',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-saint-denis-4303',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-saint-denis-4304',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-saint-denis-4305',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/grand-parc-de-saint-ouen-4310',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/wc-villetaneuse-4318',Toilettes,
Mission Locale Intercommunale - antenne de Romainville,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-romainville-4549',Accompagnement social,
Mission Locale Intercommunale - antenne de Romainville,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-romainville-4549',Accompagnement à l'emploi,
Mission Locale Intercommunale - antenne de Bagnolet,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-bagnolet-4550',Accompagnement social,
Mission Locale Intercommunale - antenne de Bagnolet,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-bagnolet-4550',Accompagnement à l'emploi,
Mission Locale Intercommunale - antenne de Noisy-le-Sec,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-noisy-le-sec-4551',Accompagnement social,
Mission Locale Intercommunale - antenne de Noisy-le-Sec,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-noisy-le-sec-4551',Accompagnement à l'emploi,
Mission Locale Intercommunale - antenne de Villepinte,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-villepinte-4552',Accompagnement à l'emploi,
Mission Locale Intercommunale - antenne de Villepinte,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-villepinte-4552',Accompagnement social,
Mission Locale Intercommunale - antenne de Gagny,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-gagny-4553',Accompagnement social,
Mission Locale Intercommunale - antenne de Gagny,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-gagny-4553',Accompagnement à l'emploi,Accompagnement social
Mission Locale Intercommunale - antenne de Gagny,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-gagny-4553',Accompagnement à l'emploi,Accompagnement à l’emploi
Mission Locale Intercommunale - antenne de Gagny,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-gagny-4553',Ordinateur,
Mission Locale Intercommunale - antenne des Pavillons-Sous-Bois,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-des-pavillons-sous-bois-les-pavillons-sous-bois-4554',Accompagnement à l'emploi,
Mission Locale Intercommunale - antenne des Pavillons-Sous-Bois,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-des-pavillons-sous-bois-les-pavillons-sous-bois-4554',Accompagnement social,
CSAPA Rabelais,'https://soliguide.fr/fr/fiche/csapa-rabelais-montreuil-4555',Généraliste,Addiction
CSAPA Rabelais,'https://soliguide.fr/fr/fiche/csapa-rabelais-montreuil-4555',Psychologie,Activités diverses
Atelier de Production,'https://soliguide.fr/fr/fiche/atelier-de-production-emmaus-montreuil-4568',Insertion par l'activité économique,
Casiers Solidaires - Croix de Chavaux,'https://soliguide.fr/fr/fiche/casiers-solidaires-montreuil-4594',Accompagnement social,
Circonscription de Service Social Départemental de L'Ile Saint Denis/ Saint-Ouen. Site de St Ouen,'https://soliguide.fr/fr/fiche/service-social-de-polyvalence-municipal-saint-ouen-4652',Accompagnement social,
Mission Locale de la Marne aux Bois - Neuilly-sur-Marne,'https://soliguide.fr/fr/fiche/mission-locale-de-la-marne-aux-bois-neuilly-sur-marne-4661',Accompagnement social,
Mission Locale de la Marne aux Bois - Neuilly-sur-Marne,'https://soliguide.fr/fr/fiche/mission-locale-de-la-marne-aux-bois-neuilly-sur-marne-4661',Accompagnement à l'emploi,
Antenne du CeGIDD (Bobigny) départemental à Montfermeil,'https://soliguide.fr/fr/fiche/cegidd-du-ghi-montfermeil-4662',Dépistage,Addiction
Association d'Alphabétisation du Foyer Pinel (La Plaine),'https://soliguide.fr/fr/fiche/cours-la-maison-de-quartier-de-la-plaine-aafp-saint-denis-4695',Cours de français,
Association d'Alphabétisation du Foyer Pinel (La Plaine),'https://soliguide.fr/fr/fiche/cours-la-maison-de-quartier-de-la-plaine-aafp-saint-denis-4695',Cours de français,
Association d'Alphabétisation du Foyer Pinel (Cristino Garcia),'https://soliguide.fr/fr/fiche/cours-au-22-rue-cristino-garcia-aafp-saint-denis-4696',Cours de français,
Association d'Alphabétisation du Foyer Pinel (Cristino Garcia),'https://soliguide.fr/fr/fiche/cours-au-22-rue-cristino-garcia-aafp-saint-denis-4696',Cours de français,
Restos du Coeur - Centre dactivités des Pavillons-sous-Bois,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-les-pavillons-sous-bois-4697',Colis alimentaire,Épicerie sociale et solidaire
Médiathèque Elsa Triolet,'https://soliguide.fr/fr/fiche/mediatheque-elsa-triolet-ile-saint-denis-4719',Bibliothèque,
Médiathèque Elsa Triolet,'https://soliguide.fr/fr/fiche/mediatheque-elsa-triolet-ile-saint-denis-4719',Ordinateur,Bibliothèque
point-justice du Centre Administratif et Social Fernand Lefort de Saint-Ouen,'https://soliguide.fr/fr/fiche/point-acces-au-droit-saint-ouen-4720',Permanence juridique,
point-justice du Centre Administratif et Social Fernand Lefort de Saint-Ouen,'https://soliguide.fr/fr/fiche/point-acces-au-droit-saint-ouen-4720',Écrivain public,
Consultation de Psychiatrie Transculturelle,'https://soliguide.fr/fr/fiche/consultation-de-psychiatrie-transculturelle-bobigny-4754',Psychologie,Accompagnement social
Fontaine à eau,'https://soliguide.fr/fr/fiche/point-eau-potable-livry-gargan-4809',Fontaine à eau,
Toilettes publiques,'https://soliguide.fr/fr/fiche/parc-lefevre-livry-gargan-4810',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/square-josette-soulier-livry-gargan-4811',Toilettes,
Secours Islamique France - Saint-Denis,'https://soliguide.fr/fr/fiche/secours-islamique-de-saint-denis-4813',Colis alimentaire,Panier alimentaire
Secours Islamique France - Saint-Denis,'https://soliguide.fr/fr/fiche/secours-islamique-de-saint-denis-4813',Conseil administratif,Accompagnement social
Toilettes publiques,'https://soliguide.fr/fr/fiche/toilette-publique-aulnay-sous-bois-4821',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/toilette-publique-aulnay-sous-bois-4822',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/toilette-publique-villepinte-4823',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/toilette-publique-aulnay-sous-bois-4824',Toilettes,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-publique-aulnay-sous-bois-4825',Fontaine à eau,Aucun service adapté
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-publique-aulnay-sous-bois-4826',Fontaine à eau,
PMI Buisson,'https://soliguide.fr/fr/fiche/pmi-buisson-aubervilliers-4827',Soins enfants,
PMI Buisson,'https://soliguide.fr/fr/fiche/pmi-buisson-aubervilliers-4827',Suivi grossesse,
CCAS d'Aubervilliers,'https://soliguide.fr/fr/fiche/ccas-aubervilliers-4829',Conseil handicap,Conseil Handicap
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4901',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4903',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4904',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4905',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4906',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4907',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-parc-des-beaumonts-montreuil-4910',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4911',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4912',Fontaine à eau,
Fontaine à eau,'https://soliguide.fr/fr/fiche/fontaine-montreuil-4913',Fontaine à eau,
CCAS de Bondy,'https://soliguide.fr/fr/fiche/ccas-de-bondy-4987',Accompagnement social,Conseil administratif
CCAS de Bondy,'https://soliguide.fr/fr/fiche/ccas-de-bondy-4987',Conseil handicap,Conseil Handicap
CCAS de Clichy-sous-Bois,'https://soliguide.fr/fr/fiche/ccas-de-clichy-sous-bois-4988',Accompagnement social,Conseil administratif
CCAS de Clichy-sous-Bois,'https://soliguide.fr/fr/fiche/ccas-de-clichy-sous-bois-4988',Conseil handicap,Conseil Handicap
CCAS de Coubron,'https://soliguide.fr/fr/fiche/ccas-de-coubron-4989',Accompagnement social,Conseil administratif
CCAS de Coubron,'https://soliguide.fr/fr/fiche/ccas-de-coubron-4989',Conseil handicap,Conseil Handicap
CCAS de Drancy,'https://soliguide.fr/fr/fiche/ccas-de-drancy-4991',Conseil handicap,Conseil Handicap
CCAS de Aulnay-Sous-Bois,'https://soliguide.fr/fr/fiche/ccas-de-aulnay-sous-bois-4998',Accompagnement social,Conseil administratif
CCAS de Aulnay-Sous-Bois,'https://soliguide.fr/fr/fiche/ccas-de-aulnay-sous-bois-4998',Conseil handicap,Conseil Handicap
CCAS de Bagnolet,'https://soliguide.fr/fr/fiche/ccas-de-bagnolet-5000',Accompagnement social,Conseil administratif
CCAS de Bagnolet,'https://soliguide.fr/fr/fiche/ccas-de-bagnolet-5000',Conseil handicap,Conseil Handicap
CCAS de Bobigny,'https://soliguide.fr/fr/fiche/ccas-de-bobigny-5002',Accompagnement social,Conseil administratif
CCAS de Bobigny,'https://soliguide.fr/fr/fiche/ccas-de-bobigny-5002',Conseil handicap,Conseil Handicap
CCAS de Dugny,'https://soliguide.fr/fr/fiche/ccas-de-dugny-5003',Accompagnement social,Conseil administratif
CCAS de Dugny,'https://soliguide.fr/fr/fiche/ccas-de-dugny-5003',Conseil handicap,Conseil Handicap
CCAS de Epinay-sur-Seine,'https://soliguide.fr/fr/fiche/ccas-de-epinay-sur-seine-5006',Accompagnement social,Conseil administratif
CCAS de Epinay-sur-Seine,'https://soliguide.fr/fr/fiche/ccas-de-epinay-sur-seine-5006',Conseil handicap,Conseil Handicap
CCAS de Gagny,'https://soliguide.fr/fr/fiche/ccas-de-gagny-5008',Accompagnement social,Conseil administratif
CCAS de Gagny,'https://soliguide.fr/fr/fiche/ccas-de-gagny-5008',Conseil handicap,Conseil Handicap
CCAS de Gournay-sur-Marne,'https://soliguide.fr/fr/fiche/ccas-de-gournay-sur-marne-chelles-5011',Accompagnement social,Point d'information et d’orientation
CCAS de Gournay-sur-Marne,'https://soliguide.fr/fr/fiche/ccas-de-gournay-sur-marne-chelles-5011',Conseil handicap,Conseil Handicap
CCAS de La Courneuve,'https://soliguide.fr/fr/fiche/ccas-de-la-courneuve-5015',Conseil handicap,Conseil Handicap
CCAS du Blanc-Mesnil,'https://soliguide.fr/fr/fiche/ccas-de-le-blanc-mesnil-5019',Conseil handicap,Conseil Handicap
CCAS du Bourget,'https://soliguide.fr/fr/fiche/ccas-de-le-bourget-5021',Accompagnement social,Conseil administratif
CCAS du Bourget,'https://soliguide.fr/fr/fiche/ccas-de-le-bourget-5021',Conseil handicap,Conseil Handicap
