place_name,new_description
CSAPA Balagny,"Le CSAPA Balagny est un centre qui aide les personnes ayant des problèmes d'addiction. Il accueille et soutient ceux qui ont des difficultés avec l'alcool, les drogues ou d'autres addictions, ainsi que leurs proches. Ce centre fait partie du Centre Municipal de Santé Balagny."
AIDES Saint-Denis,"AIDES est une association qui aide les personnes touchées par le VIH/sida et les hépatites virales. Elle informe, prévient et soutient ces personnes. Le local AIDES de St-Denis aide également les personnes vivant avec le VIH pour leurs démarches administratives et de santé. Il y a des permanences chaque semaine pour répondre aux questions sur la santé sexuelle et la consommation de drogues. Vous pouvez faire des tests rapides et gratuits pour le VIH et l'hépatite C dans un endroit confidentiel et sans jugement. Vous pouvez prendre rendez-vous du lundi au vendredi en appelant au 06.01.01.82.11 ou 07 62 38 69 37, ou en envoyant un mail à ymaisonneuve@aides.org. Il est aussi possible de venir sans rendez-vous tous les mercredis de 15h à 19h."
AIDES Bobigny,"L'association AIDES propose des actions pour prévenir les maladies sexuellement transmissibles et les hépatites. Nous offrons des tests rapides et gratuits pour le VIH et les hépatites B et C, avec des résultats immédiats. Nos membres échangent avec vous sur les risques liés aux infections sexuellement transmissibles, à la consommation de drogues et à la santé en général. Nous distribuons gratuitement des préservatifs, des documents sur les infections sexuellement transmissibles et du matériel pour réduire les risques liés aux drogues. Nous proposons également des tests pour détecter les infections à la gonorrhée et aux chlamydiae. Tout cela se fait dans un cadre confidentiel et sans jugement. Nous aidons également les personnes à accéder aux droits, aux soins et à l'autonomie en santé. Nous sommes ouverts tous les mercredis de 14h00 à 19h30 sans rendez-vous, mais vous pouvez nous appeler pour prendre un rendez-vous à un autre moment. Nous sommes là pour vous aider et vous soutenir."
Secours Populaire - Comité de La Courneuve,"Le Secours populaire français aide les gens dans plusieurs domaines : <b>aide alimentaire</b> pour manger, <b>vêtements</b> pour se vêtir, <b>logement</b> pour avoir un toit, <b>soins médicaux</b> pour se soigner, <b>travail</b> pour trouver un emploi, <b>culture</b> pour profiter des arts et <b>droits</b> pour être traité équitablement."
Point d'Accès au Droit de Noisy-le-Sec,"Le Point d’Accès au Droit (PAD) de Noisy-le-Sec est un endroit où vous pouvez obtenir de l’aide pour vos problèmes juridiques ou administratifs. Il est reconnu par le conseil Départemental d’Accès au droit (CDAD). Vous pouvez vous rendre au PAD sur rendez-vous, sans payer et sans donner votre nom."
CeGIDD Départemental de Bobigny,"Le CeGIDD de Bobigny propose des consultations pour les femmes. Il s'agit de prévenir et dépister le VIH, les hépatites et les infections sexuellement transmissibles. Les femmes peuvent également bénéficier d'une consultation gynécologique et de psycho-sexologie. Pour plus d'informations, vous pouvez visiter le site internet de Sida Info Service."
Mission Locale Intercommunale - antenne de Sevran,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale vous aide à : définir votre projet professionnel, trouver un emploi ou une formation, partir travailler à l'étranger, connaître vos droits à la santé, au logement, à la garde d'enfants, etc. La Mission locale propose aussi des contrats pour les jeunes, qui incluent des activités pour les aider à trouver leur place, en échange d'une aide financière, pendant 15 à 20 heures par semaine."
Secours Populaire - Comité des Lilas,"Le Secours populaire français aide les personnes dans le besoin. Il leur offre de la nourriture, des vêtements, un toit et l'accès aux soins médicaux. Il les aide également à trouver un travail et à accéder à la culture. L'objectif est de donner à tous les moyens de vivre dignement et d'avoir accès à leurs droits. Vous pouvez les contacter le mardi et le jeudi après-midi pour obtenir de l'aide."
Mission Locale Intercommunale - antenne de Villemomble,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale peut vous aider à : définir votre projet professionnel, trouver un emploi ou une formation, partir travailler à l'étranger, connaître vos droits en matière de santé, de logement, de garde d'enfants, etc."
Boutique alimentaire Coup de pouce,"L'association Coup de Pouce a créé une épicerie pour aider les familles les plus pauvres des Pavillons-sous-Bois. Les familles sont sélectionnées par des organismes sociaux comme le CCAS, la CAF ou les assistantes sociales. En échange d'un petit paiement, qui représente 10% du prix normal, les familles reçoivent des produits alimentaires de base."
CSAPA Oppelia Cap 93,"Un CSAPA est un endroit où les personnes ayant des problèmes d'addiction peuvent trouver de l'aide. Il s'adresse aux personnes en difficulté, à leur famille et aux professionnels. Le CSAPA Oppelia Cap 93 accueille les personnes ayant des problèmes d'addiction, avec ou sans consommation de substances, ainsi que leur entourage. Les mineurs sont également les bienvenus. Pour prendre rendez-vous, vous pouvez appeler par téléphone ou vous présenter sur place lorsque la secrétaire est présente."
Mission Locale Intercommunale - antenne de Tremblay-en-France,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale vous aide à <b>définir votre projet professionnel</b>, à <b>rechercher un emploi ou une formation</b>, à <b>travailler à l'étranger</b> et à <b>comprendre vos droits</b> en matière de santé, de logement, de garde d'enfants, etc. La Mission locale propose aussi des <b>contrats d'engagement jeune</b> qui vous permettent de participer à des activités pour vous aider à vous insérer dans la vie active, en échange d'une aide financière, pendant 15 à 20 heures par semaine."
ASKOLA,"<p>ASKOLA veut aider les enfants qui n'ont pas accès à l'éducation à cause de leur situation difficile dans la Seine-Saint-Denis. L'association propose trois types d'actions : <br> 
- Des actions d'éducation : préparation scolaire dans des camions-école, soutien scolaire et sorties culturelles. <br> 
- Des actions de médiation scolaire : aider les enfants à s'inscrire à l'école, donner des fournitures scolaires et renforcer le lien entre les familles et l'école. <br> 
- Des actions de plaidoyer : travailler avec des mères d'élèves pour améliorer les politiques publiques, défendre le droit à l'école et combattre les obstacles à la scolarisation.</p>"
Maison de Justice et du Droit d'Epinay-sur-Seine,"La maison de justice et du droit d'Epinay-sur-Seine est un lieu où vous pouvez obtenir des informations et des conseils sur vos droits et obligations. Elle dépend du tribunal judiciaire de Bobigny et est gérée par la ville d'Epinay-sur-Seine. Vous pouvez y aller pour obtenir des informations sur des sujets tels que la famille, le travail, les étrangers, etc. sans être en procès. <span>La maison de justice et du droit vous permet de :</span> <span>connaître vos droits et devoirs</span>, <span>être informé sur la façon de les faire valoir</span>, <span>être orienté vers les structures adaptées</span>, <span>être aidé pour accomplir des démarches</span>, <span>être aidé si vous êtes victime d'une infraction</span>, <span>être informé sur la médiation</span>, <span>être mis en relation avec un conciliateur de justice</span>. <span>Les permanences avec des professionnels du droit ou des associations sont gratuites et confidentielles</span>. <span>Elles sont accessibles sur rendez-vous après analyse de votre situation</span>. <span>Des activités judiciaires peuvent également s'y dérouler</span>. <span>Ce lieu fait partie du réseau des point-justice du département pour aider les gens à accéder à leurs droits</span>."
Maison de Justice et du Droit de Clichy-sous-Bois,"La maison de justice et du droit de Clichy-sous-Bois est un lieu où vous pouvez obtenir des informations et des conseils sur vos droits et obligations. Elle dépend du tribunal judiciaire de Bobigny et est également gérée par la ville de Clichy-sous-Bois. Vous pouvez vous rendre à la maison de justice et du droit pour obtenir des informations sur vos droits et obligations dans différents domaines, tels que la famille, le travail, l'immigration, etc. Vous pouvez également obtenir de l'aide pour accomplir des démarches, être orienté vers les structures adaptées et être aidé si vous êtes victime d'une infraction pénale. Les permanences des professionnels du droit et des associations sont gratuites et confidentielles. Vous pouvez prendre rendez-vous avec l'agent d'accueil pour obtenir des conseils et des informations. La maison de justice et du droit est ouverte à tous, quel que soit votre revenu, votre lieu de vie, votre âge, votre sexe ou votre nationalité. Elle propose également des activités judiciaires pénales et civiles, telles que des audiences pénales et des auditions par le juge des enfants. La maison de justice et du droit fait partie du réseau des point-justice du département, qui vise à faciliter l'accès au droit pour tous."
Espace Tête à Tête,"Le Tête à Tête est un espace pour les jeunes de la Seine-Saint-Denis, situé dans le centre commercial Rosny 2. Il offre un endroit où les jeunes peuvent trouver des informations, être écoutés et orientés sur des sujets importants comme la vie affective et sexuelle, les drogues, le bien-être et les violences. L'équipe est là pour écouter et aider les jeunes qui prennent des risques ou qui ont des problèmes. Elle peut également les diriger vers des services spécialisés si besoin. L'entrée est gratuite, anonyme et ouverte à tous."
Centre de Soins d'Accompagnement et de Prévention en Addictologie (CSAPA) -  Le Chat,"Un CSAPA est un endroit où les personnes ayant des problèmes avec l'alcool, le tabac ou d'autres addictions peuvent trouver de l'aide. Il accueille également les familles et les amis de ces personnes, ainsi que les professionnels de la santé. Le CSAPA de Saint-Denis, appelé ""Le Chat"", offre un accompagnement et des soins pour les personnes ayant des problèmes avec l'alcool et/ou le tabac. Il est situé dans le Centre Municipal de Santé Le Cygne."
Association Femmes Relais Médiatrices Interculturelles,"L'association Femmes Relais Médiatrices Interculturelles est une association qui aide les gens à résoudre des problèmes sociaux et culturels. Elle est composée d'une équipe de personnes avec des compétences différentes, comme des assistantes sociales, des médiateurs et des juristes. L'association propose de nombreuses activités, notamment : une permanence pour aider les gens à comprendre leurs droits, des ateliers pour apprendre de nouvelles choses comme l'informatique ou la langue, des ateliers pour trouver un emploi et améliorer son estime de soi, des séances pour discuter de sujets importants comme la santé ou la parentalité, du sport pour se mettre en forme, des permanences à la Poste pour aider les gens avec leurs démarches, un atelier pour réparer des vélos, une distribution de colis alimentaires pour aider les gens qui ont faim, un écrivain public pour aider les gens à écrire des lettres ou des documents, de l'accompagnement scolaire pour aider les enfants à faire leurs devoirs, des sorties culturelles et familiales pour passer du temps ensemble, des ateliers de couture pour apprendre à coudre. L'association est active depuis 1988 et travaille sans relâche pour améliorer la vie des gens."
CeGIDD Hôpital André Grégoire - Montreuil,"Le Centre Gratuit d'Information de Dépistage et de Diagnostic (CeGIDD) est là pour vous aider. Il propose des services gratuits pour la prévention, le dépistage et le traitement du VIH, des hépatites et des infections sexuellement transmissibles. Le centre offre également des services pour la contraception, la prise en charge des violences et les vaccinations contre les infections sexuellement transmissibles. Il travaille avec d'autres services de santé pour améliorer la santé sexuelle de la population. Pour plus d'informations sur le dépistage à Montreuil, vous pouvez visiter le site internet de Sida Info Service."
CeGIDD du Centre hospitalier de Saint-Denis,"Le CeGIDD de Saint-Denis est un centre gratuit pour obtenir des informations et se faire dépister pour les infections par le VIH, les hépatites et les maladies sexuellement transmissibles. Il propose des services de prévention, dépistage et traitement pour ces infections, ainsi que pour les violences et les grossesses non prévues. Vous pouvez également vous renseigner sur la contraception et les vaccinations. Pour visiter le centre, il est recommandé de vous présenter 45 minutes avant la fermeture et d'appeler pendant les heures d'ouverture. Pour les consultations PrEP, le premier contact peut se faire aux heures d'ouverture du centre, mais les suivis nécessitent un rendez-vous du lundi au vendredi de 9h à 18h. Pour plus d'informations, vous pouvez consulter le site internet de Sida Info Service."
Secours Populaire - Comité de l'île Saint-Denis,"Le Secours populaire français aide les personnes dans le besoin. Il offre de la nourriture, des vêtements, de l'aide pour trouver ou garder un logement, accéder aux soins médicaux, trouver un travail et participer à la vie culturelle. Il aide également les gens à comprendre et à exercer leurs droits. Vous pouvez vous rendre au centre social le jeudi de 14h à 17h pour obtenir de l'aide et des informations."
CASITA Maison des adolescents,"CASITA est un endroit où les adolescents de 11 à 21 ans peuvent venir pour parler de leurs problèmes. Les professionnels de CASITA les écoutent et les aident. Ils sont là pour les jeunes qui habitent à Aubervilliers, Bobigny, Drancy, La Courneuve, Pantin et Noisy-le-Sec. Les adolescents peuvent venir seuls ou avec leur famille. Ils peuvent appeler CASITA ou venir sur place. CASITA est situé dans l'Hôpital Avicenne. Les portes sont ouvertes à tous les jeunes qui ont des difficultés. Les équipes de CASITA sont aussi là pour aider les parents ou les professionnels qui s'inquiètent pour un jeune."
CASADO Maison des adolescents,"La maison des adolescents, CASADO, est un endroit où les jeunes de 12 à 21 ans peuvent venir pour parler, être écoutés et obtenir de l'aide. Les parents et les professionnels qui travaillent avec les jeunes sont également les bienvenus."
CSAPA la Mosaïque,"Ce centre est là pour aider les personnes qui ont des problèmes avec les drogues illicites. Il est anonyme et gratuit, ce qui signifie que vous pouvez venir sans donner votre nom et sans payer. L'équipe qui travaille ici est composée de personnes ayant différentes spécialités, ce qui permet de vous aider sur plusieurs aspects : votre santé physique, vos problèmes psychologiques et vos difficultés sociales et éducatives."
Secours Populaire - Comité de Livry Gargan,"Le Secours populaire français aide les personnes dans le besoin. Il leur offre de la nourriture, des vêtements, un toit et l'accès aux soins médicaux. Il les aide également à trouver un travail et à accéder à la culture. L'objectif est de donner à tous les moyens de vivre dignement et d'avoir accès à leurs droits. Vous pouvez les contacter le lundi et le jeudi pour obtenir de l'aide."
Secours Catholique de Clichy-sous-Bois,"Le Secours Catholique de Clichy-sous-Bois offre un accueil social chaque mardi matin. Les personnes en difficulté peuvent venir discuter avec quelqu'un qui les écoute. Il y a aussi une épicerie sociale, mais pour y accéder, il faut d'abord voir une assistante sociale. De plus, le Secours Catholique organise des activités culturelles un jeudi matin par mois."
Juris Secours Bobigny,"L'Association d'accès au Droit et de cohésion sociale offre des services pour aider les gens. Vous pouvez obtenir des conseils juridiques, administratifs et sociaux. Ils aident notamment les femmes et les jeunes filles qui ont subi des violences ou des discriminations. Pour rencontrer quelqu'un, vous devez prendre rendez-vous par téléphone. Il y a aussi des permanences juridiques à d'autres endroits à Bobigny : <b>à l'Hôtel de Ville de Bobigny</b> tous les lundis de 14h à 17h sans rendez-vous, <b>à la Mairie annexe Epstein</b> tous les 3 vendredis de 10h à 12h, <b>à la Mairie annexe Racine</b> tous les 3 vendredis de 10h à 12h et <b>à la Mairie annexe Emile Aillaud</b> tous les 3 vendredis de 10h à 12h, pour ces 3 derniers il faut prendre rendez-vous au 0148329139. Il y a également une permanence juridique spécialisée en droit du travail <b>au Conseil de prud'hommes</b> tous les mardis matins de 9h30 à 12h30, pour cela il faut prendre rendez-vous au 01 48 96 22 22."
France Services de villetaneuse -Maison Commune-Espace Numerique,Le service municipal France Services est là pour vous aider. Il vous oriente et vous informe sur vos démarches administratives. Vous êtes accompagné par des agents France Services et des conseillers Numérique qui travaillent avec 9 partenaires de l'État pour vous aider à réaliser vos démarches.
CAUP Montreuil,"Centre d'Accueil et d'Urgence Psychiatrique : Une équipe de médecins et d'infirmiers aide les personnes de Montreuil, Romainville et Noisy-le-Sec qui ont des problèmes de santé mentale. Ils proposent des soins adaptés à chaque personne pour les aider à se sentir mieux et à retrouver leur place dans la famille et la société."
point-justice de Sevran,"Le point-justice de Sevran est un service qui aide les gens avec des problèmes juridiques. Vous pouvez y aller avant, pendant ou après un procès. C'est un endroit où vous pouvez obtenir des informations sur vos droits et obligations dans différents domaines comme la famille, le travail ou l'immigration. Le point-justice est ouvert à tous, quel que soit votre revenu, votre âge, votre sexe ou votre nationalité. Vous pouvez y aller pour : connaître vos droits et devoirs, obtenir des informations sur la façon de les faire respecter, être orienté vers les bonnes personnes pour vous aider, obtenir de l'aide pour faire des démarches, apprendre ce qu'est la médiation et rencontrer un conciliateur de justice. Les rencontres avec des professionnels du droit ou des associations sont gratuites, confidentielles et accessibles à tous. Il faut généralement prendre rendez-vous avec l'agent d'accueil du point-justice qui vous aidera à trouver la bonne personne pour vous aider."
Secours Populaire - Comité de Montreuil,"Le Secours populaire français aide les personnes dans le besoin. Il propose de l'aide pour manger, s'habiller, avoir un logement, accéder aux soins médicaux, trouver un travail et profiter de la culture. L'association est ouverte le lundi, mardi, mercredi et samedi pour accueillir les personnes. Les dons sont acceptés le samedi de 14h à 16h. Les inscriptions ont lieu tous les lundis."
Mission Locale Noisy-le-Grand,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale peut vous aider à : définir votre projet professionnel, trouver un emploi ou une formation, partir travailler à l'étranger, connaître vos droits à la santé, au logement, à la garde d'enfants, etc. Elle accueille les jeunes de Noisy-le-Grand et Gournay-sur-Marne, mais plus ceux de Neuilly-sur-Marne."
