place_description_problem;service_description_problem;place_id;service_id;service_name;place_name;place_description;service_description
email;;65f81fa9fb6d831d491d77cc;65f82023fb6d831d491d7c18;Activités diverses;Espace Joséphine Baker;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'&#201;pinay-sur-Seine dispose de 4 centres socioculturels, implant&#233;s dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activit&#233;s alliant apprentissage, r&#233;ussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implant&#233;s &#224; Orgemont, dans le Centre-ville, aux &#201;condeaux et &#224; La Source-Les Presles, les centres socioculturels de la Ville d&#8217;&#201;pinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activit&#233;s culturelles et sportives pour tous (danse, activit&#233;s d&#8217;apprentissage, jeux&#8230;)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d&#8217;activit&#233;s ludiques (accompagnement p&#233;dagogique, activit&#233;s extrascolaires, ateliers culturels&#8230;)</li><li>am&#233;liorer les conditions de vie et l&#8217;acc&#232;s au droit (ateliers d&#8217;aide administrative et sociolinguistique, permanences d&#8217;acc&#232;s au droit, ateliers familiaux et organisation de sorties et s&#233;jours en famille, actions li&#233;es &#224; l&#8217;entraide&#8230;).</li></ul><p>Des temps forts ont &#233;galement lieu chaque ann&#233;e ( galette des rois, journ&#233;e des femmes le 8 mars, &#8220;Immeubles en f&#234;te&#8221; dans tous les quartiers au moi de mai etc).&#160;</p><p><strong>Pour toute demande relative aux CSC vous pouvez contacter le service &#171;&#160;Vie de Quartier &#160;&#187; &#224; cette adresse</strong> <a href=""mailto:viedesquartiers@epinay-sur-seine.fr"">viedesquartiers@epinay-sur-seine.fr</a></p><p><strong>En p&#233;riode de vacances scolaires, les CSC sont ferm&#233;s les samedis apr&#232;s-midi.&#160;</strong></p>";
email;;64902a5ae557afae0c6f7cf5;65f954dcfb6d831d4920882f;Cours de français;Maison du Centre MC2;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><strong>Pour toute demande relative aux CSC vous pouvez contacter le service «&nbsp;Vie de Quartier &nbsp;» à cette adresse</strong> <a href=""mailto:viedesquartiers@epinay-sur-seine.fr"">viedesquartiers@epinay-sur-seine.fr</a></p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";
email;;64902a5ae557afae0c6f7cf5;65f954dcfb6d831d49208830;Atelier numérique;Maison du Centre MC2;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><strong>Pour toute demande relative aux CSC vous pouvez contacter le service «&nbsp;Vie de Quartier &nbsp;» à cette adresse</strong> <a href=""mailto:viedesquartiers@epinay-sur-seine.fr"">viedesquartiers@epinay-sur-seine.fr</a></p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";
email;;64902a5ae557afae0c6f7cf5;65f956abfb6d831d49209085;Permanence juridique;Maison du Centre MC2;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><strong>Pour toute demande relative aux CSC vous pouvez contacter le service «&nbsp;Vie de Quartier &nbsp;» à cette adresse</strong> <a href=""mailto:viedesquartiers@epinay-sur-seine.fr"">viedesquartiers@epinay-sur-seine.fr</a></p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";"<p>Permanence de droit généraliste assurée par <a target=""_blank"" rel=""noopener noreferrer"" href=""https://soliguide.fr/fr/fiche/juris-secours-epinay-epinay-sur-seine-4799"">Juri secours</a> les <strong>2ème mercredis du mois</strong>.</p>"
email;;64902a5ae557afae0c6f7cf5;65f956abfb6d831d49209086;Activités sportives;Maison du Centre MC2;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><strong>Pour toute demande relative aux CSC vous pouvez contacter le service «&nbsp;Vie de Quartier &nbsp;» à cette adresse</strong> <a href=""mailto:viedesquartiers@epinay-sur-seine.fr"">viedesquartiers@epinay-sur-seine.fr</a></p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";<p>Sport adultes</p>
email;;64902a5ae557afae0c6f7cf5;65f956abfb6d831d49209087;Espace famille;Maison du Centre MC2;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><strong>Pour toute demande relative aux CSC vous pouvez contacter le service «&nbsp;Vie de Quartier &nbsp;» à cette adresse</strong> <a href=""mailto:viedesquartiers@epinay-sur-seine.fr"">viedesquartiers@epinay-sur-seine.fr</a></p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";"<p>LAEP: Lieu d'Acceuil Enfants/Parents</p><p><i>Le LAEP n'est pas propos&#233; pendant les vacances scolaires.&#160;</i></p>"
email;;64902a5ae557afae0c6f7cf5;65f956abfb6d831d49209088;Soutien scolaire;Maison du Centre MC2;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><strong>Pour toute demande relative aux CSC vous pouvez contacter le service «&nbsp;Vie de Quartier &nbsp;» à cette adresse</strong> <a href=""mailto:viedesquartiers@epinay-sur-seine.fr"">viedesquartiers@epinay-sur-seine.fr</a></p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";"<p>CLAS: Contrat local d'Accompagnement &#224; la Scolarit&#233; - Niveau &#233;l&#233;mentaire</p>"
email;;64902a5ae557afae0c6f7cf5;65f956abfb6d831d49209089;Activités diverses;Maison du Centre MC2;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><strong>Pour toute demande relative aux CSC vous pouvez contacter le service «&nbsp;Vie de Quartier &nbsp;» à cette adresse</strong> <a href=""mailto:viedesquartiers@epinay-sur-seine.fr"">viedesquartiers@epinay-sur-seine.fr</a></p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";"<p>Couture, ateliers adultes, blabla'th&#233;</p>"
téléphone;;65a11cb16aea0970db148170;65f959f8fb6d831d4920a45f;Écrivain public;Centre socio-culturel Félix Merlin;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><i><strong>Les centre socio-culturel Félix Merlin se situe au 67 rue Félix Merlin à Epinay-sur-Seine, et dispose également d'une annexe au 28 Rue d'Argenteuil. Pour tout demande d'information, il est conseiller d'appeler la structure au 01 71 29 13 34.&nbsp;</strong></i></p><p><i><strong>L’accueil du centre permet un temps d'échange, d'écoute et d'orientation.</strong></i></p><p>&nbsp;</p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";"<p>Aide &#224; la r&#233;daction de documents et de d&#233;marches administratives.&#160;</p>"
téléphone;;65a11cb16aea0970db148170;65f959f8fb6d831d4920a460;Écrivain public;Centre socio-culturel Félix Merlin;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><i><strong>Les centre socio-culturel Félix Merlin se situe au 67 rue Félix Merlin à Epinay-sur-Seine, et dispose également d'une annexe au 28 Rue d'Argenteuil. Pour tout demande d'information, il est conseiller d'appeler la structure au 01 71 29 13 34.&nbsp;</strong></i></p><p><i><strong>L’accueil du centre permet un temps d'échange, d'écoute et d'orientation.</strong></i></p><p>&nbsp;</p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";"<p>Aide &#224; la r&#233;daction de documents et de d&#233;marches administratives.&#160;</p><p>Les premiers et troisi&#232;mes mardis de chaque mois.&#160;</p><p><strong>Attention l'adresse de ce service est diff&#233;rente de celle de la structure et a lieu a l'annexe du centre au 28 route d'Argenteuil.&#160;</strong></p>"
téléphone;;65a11cb16aea0970db148170;65f959f8fb6d831d4920a461;Permanence juridique;Centre socio-culturel Félix Merlin;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><i><strong>Les centre socio-culturel Félix Merlin se situe au 67 rue Félix Merlin à Epinay-sur-Seine, et dispose également d'une annexe au 28 Rue d'Argenteuil. Pour tout demande d'information, il est conseiller d'appeler la structure au 01 71 29 13 34.&nbsp;</strong></i></p><p><i><strong>L’accueil du centre permet un temps d'échange, d'écoute et d'orientation.</strong></i></p><p>&nbsp;</p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";"<p>Permanence d'acc&#232;s aux droits g&#233;n&#233;raliste.&#160;</p><p>Juris Secours est une association cr&#233;&#233;e par des <a target=""_blank"" rel=""noopener noreferrer"" href=""http://www.avocatparis.org/entre-nous/associations/juris-secours"">avocats du Barreau de Paris</a>&#160;afin de favoriser l&#8217;acc&#232;s au Droit et &#224; la Justice.</p><p>Avocats et Juristes &#8211; professionnels et b&#233;n&#233;voles &#8211; d&#233;ploient depuis 1991 une diversit&#233; d&#8217;actions afin d&#8217;aider les personnes en situation de pr&#233;carit&#233; &#224; conna&#238;tre et &#160;&#224; exercer les droits dont elles sont titulaires.</p><p>Les permanences auront lieu les lundi suivants en 2024:&#160;</p><ul><li>18 mars</li><li>15 avril</li><li>13 mai</li><li>17 juin</li><li>15 juillet</li><li>19 ao&#251;t ;</li><li>16 septembre</li><li>21 octobre</li><li>18 novembre</li><li>16 d&#233;cembre</li></ul>"
téléphone;;65a11cb16aea0970db148170;65f959f8fb6d831d4920a462;Ordinateur;Centre socio-culturel Félix Merlin;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><i><strong>Les centre socio-culturel Félix Merlin se situe au 67 rue Félix Merlin à Epinay-sur-Seine, et dispose également d'une annexe au 28 Rue d'Argenteuil. Pour tout demande d'information, il est conseiller d'appeler la structure au 01 71 29 13 34.&nbsp;</strong></i></p><p><i><strong>L’accueil du centre permet un temps d'échange, d'écoute et d'orientation.</strong></i></p><p>&nbsp;</p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";"<p>Borne num&#233;rique disponible permettant de r&#233;aliser des d&#233;marches administratives et de scanner des documents.</p>"
téléphone;;65a11cb16aea0970db148170;65f959f8fb6d831d4920a463;Cours de français;Centre socio-culturel Félix Merlin;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><i><strong>Les centre socio-culturel Félix Merlin se situe au 67 rue Félix Merlin à Epinay-sur-Seine, et dispose également d'une annexe au 28 Rue d'Argenteuil. Pour tout demande d'information, il est conseiller d'appeler la structure au 01 71 29 13 34.&nbsp;</strong></i></p><p><i><strong>L’accueil du centre permet un temps d'échange, d'écoute et d'orientation.</strong></i></p><p>&nbsp;</p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";"<p>Sur orientation suite &#224; un test de positionnement.&#160;</p>"
téléphone;;65a11cb16aea0970db148170;65f959f8fb6d831d4920a464;Atelier numérique;Centre socio-culturel Félix Merlin;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'Épinay-sur-Seine dispose de 4 centres socioculturels, implantés dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activités alliant apprentissage, réussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implantés à Orgemont, dans le Centre-ville, aux Écondeaux et à La Source-Les Presles, les centres socioculturels de la Ville d’Épinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activités culturelles et sportives pour tous (danse, activités d’apprentissage, jeux…)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d’activités ludiques (accompagnement pédagogique, activités extrascolaires, ateliers culturels…)</li><li>améliorer les conditions de vie et l’accès au droit (ateliers d’aide administrative et sociolinguistique, permanences d’accès au droit, ateliers familiaux et organisation de sorties et séjours en famille, actions liées à l’entraide…).</li></ul><p>Des temps forts ont également lieu chaque année ( galette des rois, journée des femmes le 8 mars, “Immeubles en fête” dans tous les quartiers au moi de mai etc).&nbsp;</p><p><i><strong>Les centre socio-culturel Félix Merlin se situe au 67 rue Félix Merlin à Epinay-sur-Seine, et dispose également d'une annexe au 28 Rue d'Argenteuil. Pour tout demande d'information, il est conseiller d'appeler la structure au 01 71 29 13 34.&nbsp;</strong></i></p><p><i><strong>L’accueil du centre permet un temps d'échange, d'écoute et d'orientation.</strong></i></p><p>&nbsp;</p><p><strong>En période de vacances scolaires, les CSC sont fermés les samedis après-midi.&nbsp;</strong></p>";"<p>Stages d'informatique tout au long de l'ann&#233;e. Pour plus d'informations, contacter le centre.&#160;</p>"
email;;65f81fa9fb6d831d491d77cc;65f95bd7fb6d831d4920aeaa;Permanence juridique;Espace Joséphine Baker;"<h2>Les centres socioculturels d'Epinay-sur-Seine</h2><p>La Ville d'&#201;pinay-sur-Seine dispose de 4 centres socioculturels, implant&#233;s dans les quartiers. Ces espaces de vie proposent aux habitants, petits et grands, une multitude d'activit&#233;s alliant apprentissage, r&#233;ussite et plaisir.</p><h2>Leurs objectifs</h2><p>Implant&#233;s &#224; Orgemont, dans le Centre-ville, aux &#201;condeaux et &#224; La Source-Les Presles, les centres socioculturels de la Ville d&#8217;&#201;pinay-sur-Seine ont trois grands objectifs :</p><ul><li>proposer des activit&#233;s culturelles et sportives pour tous (danse, activit&#233;s d&#8217;apprentissage, jeux&#8230;)</li><li>accompagner tous les jeunes au fil de leur croissance, par la transmission des savoirs et la mise en place d&#8217;activit&#233;s ludiques (accompagnement p&#233;dagogique, activit&#233;s extrascolaires, ateliers culturels&#8230;)</li><li>am&#233;liorer les conditions de vie et l&#8217;acc&#232;s au droit (ateliers d&#8217;aide administrative et sociolinguistique, permanences d&#8217;acc&#232;s au droit, ateliers familiaux et organisation de sorties et s&#233;jours en famille, actions li&#233;es &#224; l&#8217;entraide&#8230;).</li></ul><p>Des temps forts ont &#233;galement lieu chaque ann&#233;e ( galette des rois, journ&#233;e des femmes le 8 mars, &#8220;Immeubles en f&#234;te&#8221; dans tous les quartiers au moi de mai etc).&#160;</p><p><strong>Pour toute demande relative aux CSC vous pouvez contacter le service &#171;&#160;Vie de Quartier &#160;&#187; &#224; cette adresse</strong> <a href=""mailto:viedesquartiers@epinay-sur-seine.fr"">viedesquartiers@epinay-sur-seine.fr</a></p><p><strong>En p&#233;riode de vacances scolaires, les CSC sont ferm&#233;s les samedis apr&#232;s-midi.&#160;</strong></p>";"<p>Permanences d'accès aux droits le mercredi après-midi.&nbsp;</p>"
