place_description_problem;service_description_problem;full_url;service_name;place_name
téléphone;;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-dugny-8340';Nutrition;Centre Municipal de Santé de Dugny
téléphone;;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-dugny-8340';Kinésithérapie;Centre Municipal de Santé de Dugny
;téléphone;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-tenine-pantin-8343';Infirmerie;Centre Municipal de Santé  (CMS) Ténine
téléphone;;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-sainte-marguerite-pantin-8345';Généraliste;Centre Municipal de Santé (CMS) Sainte-Marguerite
téléphone;;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-sainte-marguerite-pantin-8345';Infirmerie;Centre Municipal de Santé (CMS) Sainte-Marguerite
téléphone;;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-sainte-marguerite-pantin-8345';Vaccination;Centre Municipal de Santé (CMS) Sainte-Marguerite
téléphone;;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-sainte-marguerite-pantin-8345';Gynécologie;Centre Municipal de Santé (CMS) Sainte-Marguerite
téléphone;;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-sainte-marguerite-pantin-8345';Phlébologie;Centre Municipal de Santé (CMS) Sainte-Marguerite
;téléphone;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-pierrefitte-sur-seine-8347';Infirmerie;Centre Municipal de Santé (CMS) Pierrefitte-sur-Seine
;téléphone;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-henri-tauleigne-bondy-8348';Dentaire;Centre Municipal de Santé (CMS) Henri Tauleigne
téléphone;;'https://soliguide.fr/fr/fiche/centre-dentaire-paul-vaillant-couturier-drancy-8353';Dentaire;Centre Dentaire Municipal Paul Vaillant Couturier
;téléphone;'https://soliguide.fr/fr/fiche/centre-polyvalent-de-sante-aime-cesaire-bobigny-8362';Dentaire;Centre Polyvalent de Santé Aimé Césaire
;téléphone;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-simone-veil-livry-gargan-8366';Conseil administratif;Centre Municipal de Santé (CMS) Simone Veil
;téléphone;'https://soliguide.fr/fr/fiche/centre-municipal-de-sante-colette-coulon-stains-8367';Infirmerie;Centre Municipal de Santé (CMS) Colette Coulon
téléphone;;'https://soliguide.fr/fr/fiche/centre-medico-psychologique-cmp-rosny-sous-bois-8392';Psychologie;CMP Rosny-sous-Bois
;email;'https://soliguide.fr/fr/fiche/centre-social-arc-en-ciel-dugny-9844';Accompagnement à l'emploi;Centre Social Arc-en-Ciel
téléphone;;'https://soliguide.fr/fr/fiche/maison-de-la-jeunesse-saint-denis-10645';Point d'information;Maison de la Jeunesse de Saint-Denis
téléphone;;'https://soliguide.fr/fr/fiche/maison-de-la-jeunesse-saint-denis-10645';Activités diverses;Maison de la Jeunesse de Saint-Denis
téléphone;;'https://soliguide.fr/fr/fiche/permanence-cidff-prefecture-de-bobigny-10692';Permanence juridique;Permanence CIDFF - Préfecture de Bobigny
téléphone;;'https://soliguide.fr/fr/fiche/permanence-cidff-hotel-de-ville-de-bondy-10693';Permanence juridique;Permanence CIDFF - Hôtel de Ville de Bondy
téléphone;;'https://soliguide.fr/fr/fiche/permanence-cidff-mairie-annexe-de-gagny-10694';Permanence juridique;Permanence CIDFF - Mairie Annexe de Gagny
;téléphone;'https://soliguide.fr/fr/fiche/espace-mikado-tremblay-en-france-11482';Permanence juridique;Espace Mikado
;téléphone;'https://soliguide.fr/fr/fiche/espace-mikado-tremblay-en-france-11482';Psychologie;Espace Mikado
email;;'https://soliguide.fr/fr/fiche/service-social-du-crous-de-creteil-antenne-de-saint-denis-11504';Accompagnement social;Service social du CROUS de Créteil - Antenne de Saint Denis
email;;'https://soliguide.fr/fr/fiche/service-social-du-crous-de-creteil-antenne-de-saint-denis-11504';Psychologie;Service social du CROUS de Créteil - Antenne de Saint Denis
téléphone;;'https://soliguide.fr/fr/fiche/association-logement-jeune-alj-la-courneuve-11588';Accompagnement social;Association pour le logement des jeunes (ALJ)
téléphone;;'https://soliguide.fr/fr/fiche/association-logement-jeune-alj-la-courneuve-11588';Hébergement à long terme;Association pour le logement des jeunes (ALJ)
;téléphone;'https://soliguide.fr/fr/fiche/epicerie-solidaire-aurore-montreuil-11844';Point d'information;Epicerie Solidaire - Association Aurore
téléphone;;'https://soliguide.fr/fr/fiche/accompagnement-medico-social-dedie-aux-personnes-precaires-hopital-de-montreuil-12540';Généraliste;PASS - Hôpital André Grégoire
téléphone;;'https://soliguide.fr/fr/fiche/accompagnement-medico-social-dedie-aux-personnes-precaires-hopital-de-montreuil-12540';Accompagnement social;PASS - Hôpital André Grégoire
téléphone;;'https://soliguide.fr/fr/fiche/accompagnement-medico-social-dedie-aux-personnes-precaires-hopital-de-montreuil-12540';Infirmerie;PASS - Hôpital André Grégoire
téléphone, email;;'https://soliguide.fr/fr/fiche/sol-eil-solutions-conseil-19101';Conseil logement;Sol'eil - Solutions & Conseil en gestion de vie quotidienne
téléphone, email;;'https://soliguide.fr/fr/fiche/sol-eil-solutions-conseil-19101';Accompagnement social;Sol'eil - Solutions & Conseil en gestion de vie quotidienne
téléphone, email;;'https://soliguide.fr/fr/fiche/sol-eil-solutions-conseil-19101';Point d'information;Sol'eil - Solutions & Conseil en gestion de vie quotidienne
téléphone, email;;'https://soliguide.fr/fr/fiche/sol-eil-solutions-conseil-19101';Activités diverses;Sol'eil - Solutions & Conseil en gestion de vie quotidienne
;téléphone, email;'https://soliguide.fr/fr/fiche/point-conseil-budget-bobigny-20351';Conseil budget;Point Conseil Budget Bobigny - UDAF 93
téléphone;;'https://soliguide.fr/fr/fiche/alcooliques-anonymes-les-lilas-20380';Addiction;Alcooliques Anonymes Les Lilas
téléphone;;'https://soliguide.fr/fr/fiche/alcooliques-anonymes-montreuil-20381';Addiction;Alcooliques Anonymes Montreuil
téléphone;;'https://soliguide.fr/fr/fiche/alcooliques-anonymes-saint-denis-20383';Addiction;Alcooliques Anonymes Saint-Denis
;téléphone, email;'https://soliguide.fr/fr/fiche/ressourcerie-2-mains-aulnay-sous-bois-15647';Magasin solidaire;Ressourcerie 2 mains
;téléphone;'https://soliguide.fr/fr/fiche/pass-de-ville-de-saint-ouen-25132';Accompagnement social;PASS de ville - CMS Henri Barbusse
;téléphone, email;'https://soliguide.fr/fr/fiche/secours-catholique-de-rosny-sous-bois-3016';Magasin solidaire;Secours Catholique  de Rosny-sous-Bois
;téléphone, email;'https://soliguide.fr/fr/fiche/aides-bobigny-2803';Psychologie;AIDES Bobigny
;téléphone;'https://soliguide.fr/fr/fiche/la-voix-des-roms-32710';Permanence juridique;La Voix des Rroms
